effective 1374
structure 1371
criteria 1371
proposed 1370
especially 1363
workers 1362
schools 1362
industry 1361
response 1360
findings 1359
funds 1358
sense 1354
issue 1354
gis 1353
us 1348
walking 1346
emissions 1346
suburbs 1343
use_planning 1338
along 1338
owners 1337
sustainability 1336
created 1335
shown 1334
compared 1334
technical 1332
poor 1330
knowledge 1324
increasing 1321
properties 1320
preservation 1316
effort 1313
cultural 1305
sources 1304
evaluation 1294
identify 1292
present 1287
median 1286
negative 1285
base 1280
financial 1277
positive 1276
parks 1275
around 1273
green 1270
extent 1267
trips 1254
recovery 1254
improve 1253
needed 1252
law 1250
estimates 1249
locations 1247
best 1247
rights 1245
due 1239
accessibility 1233
safety 1232
protection 1226
degree 1226
provides 1225
economy 1224
retail 1222
black 1221
north 1220
involved 1216
five 1214
officials 1213
white 1211
importance 1209
difficult 1205
considered 1203
miles 1199
increases 1199
estate 1199
florida 1198
nature 1195
air 1195
principles 1189
concerns 1185
past 1179
attention 1178
finally 1177
diversity 1176
central_city 1176
single_family 1175
acres 1172
vehicle 1170
processes 1170
relative 1164
designed 1163
clear 1163
direct 1157
elements 1156
rental 1155
significantly 1152
distribution 1151
consistent 1150
choice 1148
american_planning 1145
real_estate 1142
standard 1136
success 1135
adopted 1134
according 1134
washington 1132
incentives 1130
individuals 1128
complex 1127
affect 1127
regulatory 1121
regression 1120
centers 1120
families 1119
approaches 1119
conventional 1116
responses 1115
statistically_significant 1113
far 1113
human 1112
certain 1112
beyond 1111
planning_association 1110
process_planning_process 1103
zones 1100
core 1099
consider 1097
growing 1096
providing 1093
production 1093
rent 1092
developing 1091
tract 1089
therefore 1087
personal 1087
block 1087
sustainable 1086
portland 1085
south 1084
development_urban_development 1081
conservation 1080
framework 1079
developments 1079
line 1075
offi 1073
find 1073
understanding 1070
municipal 1068
inner_city 1067
critical 1061
allow 1061
mile 1060
almost 1060
mitigation 1058
times 1057
indicators 1057
clearly 1056
basis 1056
zone 1055
smaller 1055
build 1055
together 1053
scenario 1053
prices 1053
family 1053
compact 1051
already 1051
legislation 1050
assistance 1050
actions 1050
west 1045
society 1043
section 1043
markets 1043
established 1043
labor 1042
highway 1042
appropriate 1041
able 1039
practices 1038
live 1036
highly 1035
parcels 1032
previous 1031
network 1031
mix 1030
history 1030
resource 1027
sprawl 1026
working 1025
near 1023
regulation 1020
necessary 1020
lead 1020
attitudes 1020
annual 1019
committee 1017
contrast 1015
equity 1014
countries 1014
concept 1014
amount 1012
reduction 1011
note 1009
board 1009
stakeholders 1008
objectives 1001
racial 1000
directly 1000
page 999
proportion 997
ridership 995
end 991
trip 990
understand 988
citizens 988
implications 987
reasons 986
jurisdictions 985
successful 984
square 982
local_government 981
despite 979
institutions 978
trust 974
organization 974
requires 973
districts 970
independent 967
actual 967
method 966
force 963
variety 960
risk 959
ownership 958
older 958
next 958
long_term 957
features 956
instead 953
house 953
crime 953
poverty 952
multiple 951
largely 947
great 945
smart 942
investments 941
relationships 940
planner 938
substantial 937
sales 936
half 936
noted 935
discussion 935
institutional 934
defined 934
transport 932
congestion 932
net 929
six 925
promote 925
perhaps 925
indicate 925
pay 924
formal 923
encourage 921
status 920
identified 920
special 919
professor 917
francisco 917
offer 914
improvements 913
index 911
every 911
companies 911
includes 910
purpose 909
boston 908
estimated 907
main 903
typically 900
opportunity 897
categories 897
concern 895
assessment 895
students 894
ideas 894
feet 893
san_francisco 891
fl 888
account 888
primary 880
road 876
operating 875
researchers 873
auto 872
country 869
pedestrian 868
legal 868
comprehensive_plans 868
focused 867
citizen 867
later 866
businesses 864
largest 861
conducted 861
simply 860
initiatives 860
selected 859
reduced 858
began 858
trends 856
communication 855
last 853
enforcement 853
ability 851
agricultural 850
landscape 849
basic 849
achieve 849
goal 848
affected 845
tend 844
forms 843
asked 843
structures 841
interviews 841
determine 839
led 838
factor 838
smart_growth 836
earlier 836
decline 835
surveys 834
statistically 834
meet 834
majority 832
facility 832
reducing 831
perceived 831
hand 830
usually 827
diverse 827
statistical 825
metropolitan_area 825
called 825
became 825
choices 824
use_land_uses 823
moreover 823
function 823
america 821
useful 820
points 820
described 820
river 819
movement 818
mixed 817
field 817
credit 817
automobile 817
primarily 816
late 816
cant 816
subsidized 815
performance 815
task 813
indeed 813
active 812
interaction 810
boundaries 810
densities 809
climate_change 808
consensus 806
light 805
come 805
administration 803
international 802
open_space 800
offi_cials 799
longer 799
examine 799
century 799
permit 796
measured 796
geographic 796
balance 796
right 795
empirical 795
day 794
airport 794
short 792
class 792
old 791
minimum 791
test 790
options 790
produce 789
term 788
mandate 787
spending 785
technology 783
initial 782
decades 782
vmt 781
challenges 781
requirement 780
paper 778
urban_form 775
fewer 773
decision_making 773
techniques 772
rules 772
comparison 771
clusters 771
category 771
taken 770
subsidies 769
move 769
comprehensive_planning 769
appear 768
actually 767
municipalities 763
bay 763
forecasts 761
revenue 760
serve 759
preferences 759
nearly 759
census_tracts 759
believe 759
attributes 759
expansion 758
broad 758
pollution 757
capita 757
enough 756
science 754
lot 754
fund 753
per_capita 751
new_urbanist 751
upon 750
analyses 750
surface 748
mode 748
global 748
damage 748
controls 747
station 746
play 746
parcel 746
involvement 745
culture 744
observed 742
ratio 740
protect 740
loans 738
indicates 735
face 735
detailed 735
company 735
full 734
alternatives 733
course 732
get 730
back 728
recently 726
hud 726
scores 725
relevant 725
known 725
creating 725
throughout 724
planned 724
approximately 724
examples 723
oregon 722
minority 722
received 721
makes 721
idea 720
know 718
explain 717
commute 717
property_values 716
argue 716
spaces 715
adaptation 715
today 714
highest 714
estimate 714
urban_design 712
turn 712
original 712
fiscal 712
represent 710
presented 710
informal 710
apa_journal 709
acre 709
produced 708
close 708
target 707
reports 707
tools 706
commuting 704
central_cities 703
rise 701
developer 701
whose 700
loan 700
shared 698
institute 698
whole 697
waste 697
tdr 697
prior 696
increasingly 696
houses 696
disaster 696
changing 695
private_sector 694
presence 694
seen 692
remain 692
conflict 692
bureau 692
reflect 691
away 690
challenge 689
variation 688
surrounding 688
stock 687
populations 686
il 686
women 685
towns 685
views 683
director 683
architecture 683
shopping 682
person 682
dependent 681
limit 680
barriers 680
quite 679
authors 679
ordinance 678
occur 678
examined 676
said 675
ensure 675
purchase 671
agreement 671
perspective 670
diego 670
tracts 669
scenarios 668
yes 667
commitment 667
deal 664
networks 662
give 662
continued 661
continue 661
want 660
san_diego 659
persons 659
appears 658
maps 657
assess 657
somewhat 656
aspects 656
east 655
profession 654
resident 652
users 651
occurred 651
separate 650
manufacturing 650
maryland 649
discussed 649
case_study 649
built_environment 649
vehicles 648
wide 647
urban_growth 647
forest 647
affordability 647
stein 645
reason 645
limits 645
provision 644
loss 642
improved 642
always 641
employed 640
recommendations 639
fi_nd 639
residential_development 638
evaluate 638
strongly 636
jersey 636
conclusions 636
final 635
driving 635
tenants 633
simple 633
race 633
opposition 633
none 633
historical 633
availability 633
argued 633
concerned 632
completed 632
true 630
roads 630
hazard 630
go 630
financing 627
compliance 627
collaborative 627
chicago_il 627
broader 627
codes 626
allowed 626
improvement 624
subject 623
sometimes 623
employees 623
benefit 623
applied 623
strategic 622
typical 621
vol_autumn_vol 619
vacant 619
score 619
socioeconomic 618
shift 617
objective 617
europe 617
debate 617
currently 617
concepts 617
finding 614
events 614
widely 613
vary 611
pm 611
vol_spring_vol 610
firm 610
emphasis 610
elected_officials 610
combined 610
mortgage 609
took 608
proximity 608
meeting 608
master 608
consequences 608
politics 607
entire 607
elected 607
administrative 606
table_shows 605
lots 605
demographic 604
western 603
specifi 603
put 603
assumptions 602
frequently 601
left 600
governments 600
signifi_cant 597
projections 596
parking_requirements 596
new_jersey 596
changed 595
application 595
resulting 594
functions 594
seems 593
development_projects 593
contribute 593
planning_urban_planning 590
mobility 590
local_plans 590
solutions 589
done 589
intended 588
remains 587
money 587
association_chicago 587
seven 586
southern 585
localities 585
supported 584
probably 584
nation 584
hispanic 584
coastal 584
vol_winter_vol 583
bicycle 583
added 582
maintain 581
rehabilitation 580
public_sector 580
implemented 579
creation 579
came 578
advocates 578
see_table 577
proposals 577
st 576
finance 576
efficiency 576
considerable 576
cial 576
population_growth 575
forecast 575
complete 575
environments 574
bank 574
training 572
reform 572
revitalization 571
restrictions 571
public_transit 571
previously 571
effectively 571
conversion 571
competition 571
moved 569
seem 568
seek 568
rapid 568
purposes 568
error 568
new_urbanism 567
modeling 567
definition 567
guidelines 566
denver 565
civic 565
think 564
selection 564
items 564
development_patterns 562
statistics 561
meetings 561
effectiveness 561
cover 561
decade 560
taking 559
leaders 559
adoption 559
york_city 558
regarding 558
notes 558
numbers 557
visual 556
subsidy 556
responsibility 556
parts 556
implement 556
suggested 555
plan_city_planning 555
lines 555
creative 555
stations 554
side 554
ethnic 554
similarly 552
planning_city_planning 552
habitat 552
essential 552
improving 551
former 551
worked 550
maintenance 550
describe 550
welfare 549
european 549
skills 548
generate 548
social_capital 547
local_planning 547
multifamily 546
responsible 545
mixed_use 545
managers 545
vision 544
fee 544
extensive 544
studied 543
planning_local_planning 543
outcome 543
expect 543
perceptions 542
indicated 542
ed 542
uncertainty 541
mandates 541
ecological 541
held 539
approved 539
offered 538
experienced 538
car 538
stop 537
moving 537
utility 536
thought 536
practitioners 536
metropolitan_regions 536
ethical 536
war 535
setting 535
plant 535
authorities 535
valley 534
segregation 534
indicator 534
housing_projects 534
look 533
list 533
expertise 533
step 532
limitations 532
equal 532
approval 532
series 531
forces 531
team 530
satisfaction 530
map 530
generated 530
beginning 529
vol_summer_vol 528
integrated 528
maximum 527
inner 527
meaning 525
adequate 525
member 524
foreclosure 524
content 524
ca 523
works 522
th_century 522
obtained 522
dwelling 522
nearby 521
ground 521
choose 521
instance 520
hope 520
exist 520
significance 519
fully 519
development_community_development 519
followed 518
constant 518
trend 517
situation 517
santa 517
prepared 516
versus 515
innovation 515
walk 514
position 514
addressed 514
middle 513
housing_prices 513
constructed 512
consultants 511
atlanta 511
siting 510
modern 509
procedures 508
ones 508
rational 507
neighbors 507
laws 507
japa 507
freeway 507
alone 507
constraints 506
metro 505
detroit 505
neither 504
advantage 504
phase 503
organized 503
inside 503
say 502
parties 502
hazards 502
allows 502
rst 501
guide 501
generation 501
relocation 500
fees 500
billion 500
accommodate 500
respond 499
lost 499
internal 499
practical 498
calculated 498
apartments 498
unique 497
scope 497
hypothesis 497
subdivision 496
higher_levels 496
adjacent 496
industries 494
applications 494
free 493
exurban 492
return 491
otherwise 491
fi_rst 491
planning_efforts 490
corridor 490
conclusion 490
co 490
respect 489
requiring 489
materials 489
avoid 489
sought 488
large_scale 488
except 488
elderly 488
designation 488
infl 487
direction 487
revenues 486
date 486
african 486
specifically 484
relations 484
never 484
designated 484
cars 484
gain 483
facilitate 483
potentially 482
scholars 481
pm_page 481
grant 481
progress 480
popular 480
monitoring 480
inventory 480
products 479
manufactured 479
innovative 479
crisis 479
components 479
carbon 479
blocks 479
bay_area 479
paid 478
owner 478
homeowners 477
owned 476
link 476
emergency 476
civil 476
bring 476
integration 475
furthermore 475
public_services 474
manage 474
care 474
slightly 473
see_figure 473
matter 473
shape 472
adopt 472
kind 471
benefi 471
leading 470
character 470
baltimore 470
author 470
food 469
case_studies 469
organizational 468
efficient 468
substantially 467
stores 467
promoting 467
foundation 467
explained 467
dollars 467
achieved 467
words 466
income_households 466
external 466
congress 466
planning_education 465
failure 465
expanded 465
practice_planning_practice 464
necessarily 464
linked 464
compare 464
th_their 463
rapidly 463
projected 463
laurian 463
component 462
reality 461
de 461
assumed 461
toronto 460
risks 460
pressure 460
presents 460
offers 460
remaining 459
recreation 459
focuses 459
dimensions 459
seattle 458
modes 458
showed 457
routes 457
regression_models 457
operations 457
concentrated 457
cause 457
signs 456
planning_programs 455
nonprofit 455
permits 454
parking_spaces 454
image 454
court 454
big 454
canada 453
begin 453
security 452
priority 452
apply 452
japa_laurian 451
establish 451
cervero 451
months 450
moderate 450
attract 450
watershed 449
tool 449
recognized 449
mechanisms 449
corporation 449
qc 448
fair 448
top 447
smith 447
roles 447
records 447
cooperation 447
stage 446
figures 446
placed 445
learning 445
fundamental 445
coalition 445
cbd 445
sq 444
msa 444
dwellings 444
budget 443
reductions 442
observations 442
flood 442
drive 442
argument 442
represented 441
pricing 441
makers 441
fi_ndings 441
length 440
call 440
published 439
public_policy 439
economies 439
leadership 438
absence 438
coefficient 437
sufficient 436
renewal 436
engineering 436
easily 436
claims 436
summary 435
principle 435
theoretical 434
preferred 434
language 434
treatment 433
viewed 432
systematic 432
sustainable_development 432
represents 432
mass 432
coordination 432
coefficients 432
fringe 431
residence 429
expand 429
eastern 429
representatives 428
receive 428
targeted 427
sensitive 427
per_square 427
lands 427
subsequent 426
recognize 426
agreements 426
expressed 425
documents 425
differ 425
consumption 425
compact_development 425
run 424
farmland 424
fall 424
explore 424
even_though 424
ethics 424
contemporary 424
participate 423
transfer 422
portion 422
evaluating 422
emerged 422
clean 420
circumstances 420
rely 419
natural_resources 419
helped 419
actors 419
uence 418
easements 418
development_land_development 418
conflicts 418
carolina 418
airports 418
seeking 417
rents 417
preserve 417
expensive 417
elsewhere 417
union 416
renters 416
remained 416
land_trusts 416
initiative 416
educational 416
daily 416
combination 416
enterprise 415
crashes 415
per_year 414
joint 414
city_council 414
stated 413
grants 413
vacancy 412
powerful 412
fourth 412
collected 412
online 411
expectations 411
dependent_variables 411
competitive 411
square_feet 410
governance 410
etc 410
blacks 410
taxes 409
income_housing 409
heavy 409
farmers 409
emerging 409
buyers 409
building_codes 409
low_density 408
london 408
influenced 408
whereas 407
provisions 407
priorities 407
jacobs 407
interview 407
eight 407
providers 406
plan_quality 406
involve 406
comparable 406
allowing 406
ultimately 405
served 405
heart 405
geography 405
prevent 404
interested 404
implementing 404
respectively 403
peak 402
nevertheless 402
management_programs 402
enhance 402
desirable 402
cleveland 402
attempt 402
transaction 401
product 401
favor 401
underlying 400
corporate 399
academic 399
willing 398
solar 398
recommended 398
figure_shows 398
designs 398
route 397
met 397
manufactured_housing 397
incentive 396
household_income 396
greatest 396
village 395
resulted 395
possibility 395
failed 395
analyze 395
agriculture 395
worth 394
sectors 394
obtain 394
explicitly 394
controlling 394
collective 394
likelihood 393
legislative 393
element 393
dependent_variable 393
air_quality 393
advisory 393
serious 392
phoenix 392
owner_occupied 392
follow 392
determined 392
body 392
wisconsin 391
travel_behavior 391
latter 391
contain 391
collaboration 391
mostly 390
behind 390
solution 389
safe 389
legacy 389
heat 389
consumer 389
agree 389
wage 388
something 388
learn 388
define 388
collection 388
advantages 388
edge 387
discuss 387
commonly 387
scales 386
modest 386
independent_variable 386
explicit 386
experiences 386
trees 385
tourism 385
gap 385
credits 385
apartment 385
amenities 385
add 385
permitted 384
insurance 384
flow 384
attractive 384
rising 383
reasonable 383
reach 383
involving 383
african_american 383
press 382
occupied 382
journals 382
intervention 382
fia 382
bid 382
answer 382
allocation 382
ugb 381
street_parking 381
migration 381
federal_government 381
derived 381
aicp 381
stronger 380
incorporated 380
ghg 380
dwelling_units 380
departments 380
cluster 380
probability 379
jurisdiction 379
identifying 379
college 379
closely 379
zoning_ordinances 378
receiving 378
proposal 378
coverage 378
brought 378
young 377
spent 377
characterized 377
variations 376
thinking 376
population_density 376
mayor 376
keep 376
capture 376
addressing 376
thereby 375
professionals 375
environmental_protection 375
development_new_development 375
contamination 375
cited 375
sell 374
preference 374
hill 374
event 374
architects 374
notion 373
things 372
substantive 372
ood 372
media 372
voluntary 371
tests 371
passed 371
occupancy 371
managing 371
gender 371
frequency 371
engage 371
appendix 371
ongoing 370
hold 370
felt 370
distances 370
concentrations 370
experts 369
elasticity 369
considering 369
bias 369
story 368
rail_transit 368
gave 368
dominant 368
contract 367
conclude 367
columbia 367
varied 366
unlike 366
principal 366
search 365
sale 365
listed 365
input 365
formation 365
expenditures 365
arts 365
agenda 365
sold 364
quickly 364
operation 364
ideal 364
epa 364
demands 364
associate 364
settings 363
olmsted 363
going 363
divided 363
correlation 363
climate_action 363
store 362
rent_control 362
minutes 362
foster 362
farm 362
analyzed 362
ts 361
savings 361
permanent 361
parents 361
examining 361
respondent 360
reporting 360
dc 360
bureau_census_bureau 360
assessments 360
wetlands 359
plants 359
opposed 359
hurricane 359
forecasting 359
era 359
downtowns 359
awareness 359
encouraging 358
discrimination 358
conduct 358
la 357
kinds 357
influences 357
contained 357
wanted 356
staff_reports 356
meaningful 356
funded 356
feel 356
expert 356
controlled 356
complexity 356
agreed 356
innes 355
hours 355
becomes 355
raise 354
consideration 354
conference 354
accurate 354
speed 353
rule 353
option 353
condition 353
philadelphia 352
fear 352
demonstrate 352
revealed 351
men 351
focusing 351
architectural 351
transportation_planning 350
rural_areas 350
initially 350
infill 350
graduate 350
composition 350
also_may_also 350
weak 349
speeds 349
fields 349
distinct 349
consistency 349
concluded 349
adults 349
widespread 348
policymakers 348
numerous 348
americans 348
water_quality 347
tod 347
island 347
identity 347
drawn 347
caused 347
rental_housing 346
perception 346
north_carolina 346
economics 346
defi 346
assume 346
mentioned 345
measuring 345
john 345
days 345
takes 344
official 344
settlement 343
nelson 343
comparing 343
steps 342
grew 342
operate 341
document 341
corridors 341
burby 341
acquisition 341
accessible 341
public_participation 340
path 340
information_systems 340
housing_programs 340
guidance 340
foreign 340
boundary 340
stormwater 339
partnership 339
orientation 339
manager 339
locally 339
theories 338
stakeholder 338
fire 338
supporting 336
stream 336
shares 336
predicted 336
indicating 336
entrepreneurs 336
depends 336
urbanization 335
roughly 335
lowest 335
groundwater 335
faculty 335
claim 335
assistant 335
arguments 335
examines 334
ewing 334
depending 334
courses 334
background 334
assumption 334
ten 333
politically 333
passenger 333
heavily 333
dynamics 333
believed 333
addresses 333
species 332
secondary 332
rationality 332
light_rail 332
immediate 331
virginia 330
theory_planning_theory 330
lives 330
exception 330
targets 329
structural 329
ordinances 329
laurian_pm 329
foot 329
british 329
trade 328
radburn 328
northern 328
incorporate 328
dart 328
considerations 328
urban_renewal 327
infl_uence 327
hence 327
democratic 327
comments 327
virtually 326
representative 326
reference 326
division 326
desire 326
critics 326
census_tract 326
art 326
restoration 325
reflected 325
physical_activity 325
municipality 325
magnitude 325
highways 325
gas 325
calls 325
indirect 324
high_density 324
gross 324
discussions 324
decrease 324
adjusted 324
wetland 323
subsidized_housing 323
situations 323
impact_fees 323
ii 323
exists 323
draw 323
associations 323
occurs 322
narrow 322
high_levels 322
variance 321
vancouver 321
task_force 321
sacramento 321
reflects 321
really 321
links 321
involves 321
conservative 321
chose 321
certainly 321
user 320
surveyed 320
sets 320
goods 320
decision_makers 320
database 320
builders 320
bicycling 320
assessed 320
achieving 320
saw 319
personal_communication 319
partnerships 319
partners 319
illustrate 319
connections 319
affairs 319
mpos 318
homeownership 318
grid 318
formed 318
earthquake 318
supportive 317
strength 317
pedestrians 317
nine 317
methodology 317
lessons 317
sewer 316
predict 316
orange 316
lending 316
hour 316
causes 316
attempts 316
tribal 315
publicly 315
percentage_points 315
easy 315
contributed 315
color 315
advanced 315
water_supply 314
showing 314
military 314
fit 314
expanding 314
perspectives 313
justice 313
elementary 313
competing 313
advance 313
public_transportation 312
impervious 312
immigrants 312
executive 312
delivery 312
regard 311
president 311
prepare 311
entirely 311
comprehensive_plan 311
traditionally 310
significant_differences 310
negotiation 310
illustrates 310
evaluated 310
engaged 310
aggregate 310
written 309
single_family_homes 309
public_interest 309
process_planning_processes 309
follows 309
explanation 309
evaluations 309
declined 309
assisted 309
recreational 308
opinion 308
interest_groups 308
hard 308
fairly 308
encouraged 308
emphasize 308
meant 307
enable 307
assets 307
argues 307
aimed 307
volume 306
raised 306
june 306
housing_stock 306
fell 306
exercise 306
considerably 306
aid 306
trust_funds 305
maintaining 305
losses 305
contracts 305
manner 304
engineers 304
dummy 304
tables 303
successfully 303
new_towns 303
historic_preservation 303
accepted 303
robert 302
massachusetts 302
mall 302
interpretation 302
intensity 302
incomes 302
flexibility 302
new_housing 301
declining 301
healthy 300
bill 300
action_plans 300
vulnerability 299
sum 299
statement 299
random 299
matters 299
conceptual 299
apparent 299
strategic_planning 298
specified 298
construct 298
cba 298
cation 298
understood 297
representing 297
norms 297
connection 297
tested 296
style 296
stories 296
short_term 296
rarely 296
incidence 296
garden 296
faced 296
existence 296
chosen 296
suitable 295
plus 295
interventions 295
contribution 295
anticipated 295
texas 294
subdivisions 294
start 294
scientific 294
predicting 294
payments 294
newly 294
limiting 294
housing_types 294
depend 294
communicative 294
upper 293
eventually 293
disadvantaged 293
closer 293
block_groups 293
planning_mandates 292
mixed_income 292
lanes 292
detail 292
traffi 291
rest 291
played 291
growth_rate 291
grow 291
colorado 291
clients 291
vi 290
representation 290
rebuilding 290
protecting 290
israel 290
integrate 290
industrial_land 290
ect 290
unlikely 289
unemployment 289
tended 289
party 289
meters 289
land_use 289
discourse 289
consistently 289
utilities 288
settlements 288
percentages 288
panel 288
nuclear 288
demonstrated 288
demolition 288
book 288
articles 288
valuable 287
property_owners 287
interviewed 287
gives 287
destinations 287
describes 287
characteristic 287
burden 287
appeared 287
advocacy 287
refl 286
linkages 286
ever 286
development_rights 286
covered 286
sound 285
growth_rates 285
washington_dc 284
urban_land 284
reviewed 284
rating 284
continuing 284
comparative 284
tasks 283
participating 283
mainly 283
inadequate 283
dense 283
benefi_ts 283
unfortunately 282
odds 282
maine 282
gains 282
equally 282
tradition 281
socially 281
sharing 281
privatization 281
investors 281
exchange 281
correlated 281
consensus_building 281
actively 281
rose 280
regardless 280
record 280
minorities 280
material 280
managed 280
carry 280
student 279
heritage 279
crucial 279
computer 279
cient 279
becoming 279
world_war 278
pressures 278
prefer 278
positions 278
periods 278
determining 278
statements 277
shifts 277
obvious 277
metropolis 277
greenbelt 277
fuel 277
extremely 277
suggesting 276
sign 276
lihtc 276
georgia 276
canadian 276
adding 276
yield 275
unless 275
state_university 275
leads 275
introduced 275
holding 275
getting 275
functional 275
front 275
fare 275
explanatory 275
distributed 275
dialogue 275
comparisons 275
ask 275
wider 274
varies 274
try 274
standardized 274
severe 274
relation 274
public_health 274
preparation 274
economic_growth 274
desired 274
campus 274
undergraduate 273
public_transport 273
locational 273
lived 273
entities 273
designers 273
consumers 273
cleanup 273
arterial 273
acceptable 273
opened 272
inform 272
employers 272
contributions 272
concentration 272
caps 272
amounts 272
aim 272
housing_market 271
giving 271
exposure 271
adopting 271
abandoned 271
th_this 270
surprising 270
spatially 270
senior 270
per_acre 270
miami 270
interactions 270
citywide 270
assist 270
landowners 269
intersections 269
fixed 269
difficulty 269
detached 269
arrangements 269
accountability 269
waterfront 268
serving 268
mumford 268
moral 268
irvine 268
historically 268
elasticities 268
details 268
construction_new_construction 268
arterials 268
acceptance 268
urban_sprawl 267
trying 267
porter 267
organizing 267
item 267
evident 267
errors 267
continues 267
reached 266
police 266
measurement 266
familiar 266
bike 266
zero 265
