require 984
personal 984
counties 984
smart 983
initiatives 983
station 982
needed 982
suburbs 980
move 979
consensus 977
standard 976
basic 976
waste 974
locations 974
previous 973
regression 972
growing 971
responses 970
affordable_housing 970
accessibility 970
statistically_significant 969
rates 969
conflict 967
crime 966
meetings 964
highway 963
studio 962
seen 955
protection 955
hand 955
family 955
idea 951
communication 950
account 950
built_environment 948
shown 945
conducted 945
affect 944
designed 943
success 938
indigenous 936
supply 933
mode 933
white 932
presented 929
argue 929
local_government 928
homes 925
examine 925
country 924
citizens 924
structures 920
municipalities 920
requires 918
regulations 918
benefit 917
increases 916
committee 916
rail 915
largely 915
ownership 914
discussed 914
trust 912
tools 909
get 900
base 899
case_study 898
majority 897
involvement 896
practitioners 895
engagement 895
already 895
regulation 893
preferences 892
active 892
median 891
reasons 890
lot 890
due 890
perhaps 888
achieve 888
assistance 887
includes 886
experiences 884
owners 883
leaders 883
successful 880
method 879
requirements 877
final 877
emphasis 876
mitigation 874
goal 873
asked 873
primarily 872
consistent 872
definition 870
indeed 869
development_community_development 867
dependent 867
purpose 865
presence 865
smart_growth 863
conventional 863
produced 862
led 861
air 861
come 860
vehicle 859
theory_planning_theory 858
techniques 858
next 857
term 856
six 856
tend 855
serve 855
theories 854
member 852
regarding 851
produce 848
simply 846
situation 845
outcome 845
development_urban_development 845
technology 844
planning_urban_planning 844
play 843
pay 841
debate 841
mix 840
moreover 838
organizational 836
boundaries 836
populations 834
parks 834
lots 834
planning_programs 833
road 832
proportion 831
concepts 830
clearly 829
meeting 828
earlier 828
shared 827
specifically 826
increasingly 825
throughout 823
long_term 821
academic 821
theoretical 820
relevant 820
housing_units 819
always 818
commitment 817
urban_design 816
legal 816
security 814
racial 814
broader 814
single_family 811
master 811
later 811
markets 809
useful 806
subject 806
typically 805
smaller 804
vision 803
turn 803
became 802
almost 802
know 801
great 798
function 797
ecological 796
examples 794
every 793
stores 792
respect 792
taking 789
training 788
sustainable_development 788
gis 787
furthermore 784
back 781
socioeconomic 779
reflect 779
creating 779
centers 779
provision 778
roads 777
challenge 776
began 776
trip 775
indicate 774
practice_planning_practice 773
solutions 772
day 772
half 771
examined 771
encourage 771
mile 768
dimensions 767
ethnic 766
points 765
strategic 764
argued 764
index 763
choices 763
prices 762
funds 762
meet 761
allow 761
agenda 761
firms 759
test 758
changing 758
amount 758
regulatory 755
commission 755
broad 755
de 754
immigrants 753
makes 751
analyses 751
integration 749
concerned 749
meaning 748
indicators 747
use_land_uses 746
represent 746
citizen 745
category 742
applied 741
agreement 741
perceived 740
actual 739
civic 735
right 734
house 731
want 730
determine 730
affected 730
selected 728
minimum 728
historical 727
adaptation 726
ten 725
florida 725
events 724
content 724
west 723
store 723
collaboration 723
makers 722
features 722
finding 720
away 718
prior 716
freeway 716
perceptions 715
argument 715
property_values 712
miles 711
remain 710
initial 710
shift 709
engage 708
compact 708
put 707
observed 707
explain 707
think 706
interview 706
food_deserts 705
reduction 704
estimated 704
geographic 703
mixed 701
african 701
properties 698
words 697
sales 697
developments 697
code 697
instance 696
contribute 696
reason 695
social_capital 694
similarly 694
revenue 694
integrated 694
actually 692
position 691
person 691
near 691
democratic 690
whose 688
care 688
purposes 687
practical 687
decline 687
census_tracts 687
usually 686
advocacy 686
journal 685
arguments 684
young 683
upon 683
teaching 683
century 682
short 681
wide 679
remains 679
art 678
recently 677
called 677
proximity 676
today 675
light 675
decades 675
language 674
reduced 673
politics 673
employed 673
close 673
whole 672
rationality 672
fee 672
districts 672
face 670
youth 669
board 669
media 668
moving 667
assess 667
appear 667
addressed 666
done 665
deal 664
urban_form 663
rules 663
substantial 662
sometimes 662
force 661
using_public_housing 660
paper 660
free 660
application 660
america 660
score 659
external 659
normative 658
structural 657
scores 657
industries 657
enough 657
per_square 656
administration 655
estimates 653
continue 653
destinations 652
measured 650
late 650
go 650
resident 649
consequences 649
china 646
task 644
roles 641
old 641
abstract 641
special 639
last 639
implemented 639
ratio 638
growth_management 638
civil 638
things 637
necessarily 637
welfare 636
nearly 635
said 634
identity 634
authors 633
older 632
longer 631
ensure 630
inner_city 629
indicated 627
trends 625
discourse 625
demographic 625
contemporary 624
hazards 623
participate 620
claims 620
shape 619
plan_quality 619
significance 618
settlements 618
full 618
uncertainty 616
stations 616
quite 615
original 615
facilitate 615
open_space 614
jurisdictions 614
improvements 614
surveys 613
side 613
private_sector 613
incentives 613
occur 612
statistically 611
mobility 611
forces 610
immigrant 609
tool 608
conceptual 608
component 608
cars 608
parcels 607
businesses 607
versus 606
organized 606
generate 606
exist 606
constraints 606
requirement 605
fiscal 605
detailed 605
approximately 605
known 604
estate 604
alternatives 604
partnership 603
link 603
took 602
unique 601
creation 601
conservation 601
yes 600
persons 600
expectations 600
indicates 599
east 599
bring 599
rational 598
options 598
elected_officials 598
received 597
environments 596
effectively 596
argues 596
investments 594
evaluate 594
hazard 593
give 593
conflicts 593
kind 592
continued 592
coefficient 592
minority 591
online 590
profession 589
improvement 588
houses 588
estimate 588
improved 587
linked 586
square 585
real_estate 585
plan_city_planning 585
frequently 585
assumptions 585
responsibility 583
held 583
thinking 582
resulting 582
money 582
suggested 581
planning_city_planning 581
comparison 581
statistical 580
objective 580
notion 580
views 579
desert 579
congestion 579
statistics 578
seems 578
case_studies 578
preservation 577
observations 577
balance 577
expressed 576
consumption 576
loss 574
works 573
thought 573
separate 573
race 573
francisco 572
oregon 571
largest 571
ethics 571
discussions 571
pollution 570
attempt 570
recommendations 569
generated 569
availability 569
scope 568
historic 568
exposure 568
currently 568
entire 567
perspectives 566
fewer 566
attributes 566
stage 565
offered 565
bus 565
changed 564
believe 564
administrative 564
describe 563
fundamental 562
setting 561
maintain 561
driving 561
reducing 560
partnerships 560
contexts 560
rise 559
parts 559
finance 559
cooperation 559
chicago 558
climate_change 557
advocates 557
joint 556
governments 556
feet 556
define 556
strongly 555
error 555
universities 554
appears 554
surrounding 553
explained 553
comprehensive_plans 553
metro 552
developer 552
authorities 552
allows 552
conclusion 551
supported 550
series 550
san_francisco 549
zones 548
offers 548
functions 548
discuss 548
components 548
addressing 548
situations 546
promoting 546
dynamics 545
neighbors 544
efficiency 543
team 542
destination 540
washington 539
say 539
rapid 539
portland 539
map 539
highest 539
engaged 537
seem 536
never 535
mechanisms 535
development_patterns 535
widely 534
elected 534
educational 534
community_based 534
annual 534
distinct 532
capita 531
th_their 530
philadelphia 530
essential 530
agriculture 530
allowed 529
viewed 528
reports 528
proposals 528
expansion 528
barriers 528
tourism 527
seek 527
metropolitan_area 527
items 527
boston 526
village 524
per_capita 524
left 524
coastal 524
occurred 522
lines 522
improving 522
former 522
documents 522
creative 522
implement 521
european 521
stated 520
shopping 520
public_transportation 520
gas 520
dialogue 520
planning_efforts 519
equal 519
matter 518
ideal 518
explore 518
process_planning_processes 517
nevertheless 517
involves 517
considerable 517
attitudes 517
typical 516
innes 516
densities 516
collection 516
alone 516
somewhat 515
institute 515
coordination 515
added 515
fully 514
awareness 514
vehicles 513
ongoing 511
experienced 511
absence 511
true 510
recognize 510
material 510
emerged 510
subsidies 509
powerful 508
body 507
atlanta 507
reform 506
moral 506
variation 505
public_transit 505
democracy 505
procedures 504
parcel 504
relation 503
followed 503
combined 503
norms 502
drivers 501
trend 500
regard 500
reality 500
planned 500
intervention 500
initiative 500
becomes 500
step 499
product 498
latter 498
intended 498
tracts 497
qualitative 497
likelihood 497
adoption 497
western 496
forester 495
public_services 494
look 494
middle 493
extensive 493
drive 492
zone 491
walk 491
list 490
inner 490
hence 490
complete 490
avoid 490
signifi 489
feel 489
nonprofit 488
learn 488
household_income 488
coefficients 488
responsible 487
represents 487
represented 487
principle 487
subdivision 485
scientific 485
previously 485
physical_activity 485
organizing 485
leadership 485
image 485
demands 485
thousand 484
selection 484
satisfaction 484
follows 484
came 484
resulted 483
representation 483
involving 483
architecture 483
moved 482
characterized 482
author 482
whereas 481
guidelines 481
something 480
focuses 480
connections 480
limitations 479
direction 479
parking_requirements 478
fields 478
africa 477
constructed 476
quantitative 475
possibility 475
limits 475
corridor 475
representatives 474
takes 473
sought 473
hundred 473
brought 473
berke 473
presents 472
controls 471
coalition 471
nation 470
modes 470
easily 470
dominant 470
commonly 470
ultimately 469
settlement 469
net 469
helped 469
daily 469
parties 468
parking_spaces 468
interactions 468
theorists 467
emerging 467
influenced 466
employees 466
land_use 465
interested 464
beginning 464
associations 464
seven 463
impact_fees 463
guide 463
explicitly 463
effectiveness 463
respond 462
vacant 461
leading 460
sq 459
begin 459
travel_behavior 458
bureau 457
consideration 456
agricultural 456
achieved 456
revitalization 455
legislation 455
gender 455
southern 454
opposition 454
keywords 454
hypothesis 454
goods 454
felt 454
dwelling 454
underlying 453
see_table 452
recognized 452
applications 452
worked 451
professionals 451
expect 451
simple 450
official 450
vary 449
internal 449
going 449
complexity 448
notes 447
decade 447
conclusions 447
attempts 447
grant 446
advantage 446
potentially 445
images 445
assumption 445
understood 444
transformation 444
sectors 444
interpretation 444
adults 444
delivery 443
public_sector 442
maintenance 442
identifying 442
examining 442
sufficient 441
neither 441
maps 441
hope 441
graduate 441
geography 441
dependence 441
solution 440
top 439
input 439
focusing 439
circumstances 439
articles 439
recognition 437
wider 436
smith 436
reflected 436
facility 435
analyze 435
otherwise 434
municipality 434
inclusion 434
desire 434
contributions 434
constant 434
served 433
public_participation 432
economies 432
competition 432
choose 432
rent 431
involve 431
etc 431
preference 430
paradigm 430
modeling 430
cooperative 430
public_interest 428
departments 427
concentrated 427
comprehensive_planning 427
certainly 427
acres 427
see_figure 426
amenities 426
users 425
manufacturing 425
exchange 424
adjacent 424
target 423
•• 422
character 422
migration 421
metropolitan_regions 421
lives 421
bay 421
showed 420
risks 420
settings 419
popular 419
mayor 419
gain 419
closely 419
subsequent 418
marginal 418
explicit 418
enhance 418
policy_makers 417
numerous 417
implementing 417
favor 417
director 417
dependent_variable 417
budget 417
reflects 416
mental 416
efficient 416
attract 416
topics 415
probability 415
partners 415
incorporated 415
eight 415
definitions 415
completed 415
analyzed 415
study_area 414
rental 414
gap 414
call 414
subdivisions 413
proposal 413
establish 413
laws 412
draw 412
canada 412
priorities 411
pressure 411
fair 411
story 410
concentration 410
operating 409
york_city 408
clusters 408
commuting 407
combination 406
activists 406
substantive 405
stronger 405
damage 405
claim 405
vulnerability 404
tod 404
ones 404
assumed 404
professor 403
ordinance 403
generation 403
considering 403
behind 403
achieving 403
informed 402
failure 402
exercise 402
dependent_variables 402
decentralization 402
kinds 401
calculated 401
receive 400
auto 400
agreements 400
paid 399
none 399
natural_resources 399
local_planning 399
examines 399
contribution 399
bias 399
reach 398
manner 398
mandate 398
forest 398
feminist 398
manage 397
cause 397
public_policy 396
planning_local_planning 396
obtained 396
modern 396
mentioned 396
expertise 396
serious 395
towns 394
supporting 394
apply 394
inequality 393
sensitive 392
evaluated 392
document 392
raise 391
hold 391
fees 391
europe 391
bid 391
numbers 390
return 389
exurban 389
run 388
links 388
element 388
summary 387
length 387
independent_variable 387
foundation 387
search 386
progress 386
materials 386
limit 386
elsewhere 386
ethical 385
permit 384
narrow 384
reference 383
island 383
farmers 383
ewing 383
central_city 383
lived 382
insights 382
divided 382
calls 382
answer 382
analytical 382
written 381
representative 381
placed 381
emissions 381
revealed 380
higher_levels 380
grocery 380
credit 380
connection 380
twenty 379
really 379
raised 379
population_density 379
formation 379
describes 379
renewal 378
consultants 378
unlike 377
innovative 377
formed 377
condition 377
progressive 376
debates 376
collected 376
urbanization 375
hours 375
frame 375
curriculum 375
correlation 375
cluster 375
cited 375
capture 375
stakeholder 373
differ 373
assume 373
nu 372
members_community_members 372
healthy 372
follow 372
skill 371
phase 371
occurs 371
mostly 371
men 370
meaningful 369
advance 369
perception 368
nearby 368
maximum 368
orientation 367
food_systems 367
approval 367
st 366
seeking 366
santa 366
incorporate 366
demonstrate 366
columbia 366
civil_society 366
methodology 365
met 365
flood 365
flexibility 365
boundary 365
opposed 364
nations 364
guidance 364
chinese 364
shaping 363
respondent 363
refers 363
localities 363
large_scale 363
focus_groups 363
derived 363
war 362
wage 362
fit 362
evaluating 362
concerning 362
published 361
influences 361
inclusive 361
disadvantaged 360
development_projects 360
adequate 360
safe 359
protect 359
food_system 359
topic 358
enable 358
compare 358
artists 358
weak 357
minutes 357
cleveland 357
wanted 356
scales 356
remained 356
positions 356
evident 356
observation 355
greenbelt 355
explanation 355
determined 355
desired 355
causal 355
vmt 354
failed 354
bids 354
aware 354
aim 354
valley 353
start 353
grocery_stores 353
fall 353
city_council 353
aspect 353
stock 352
respectively 352
rely 352
considerations 352
actively 352
residence 351
rarely 351
ground 351
event 351
description 351
critique 351
via 350
priority 350
mainly 350
fixed 350
tradition 349
noise 349
housing_market 349
date 349
stop 348
socially 348
problematic 348
principal 348
exists 348
epa 348
studied 347
jacobs 347
healey 347
foster 347
expenditures 347
crucial 346
conduct 346
census_tract 346
academics 346
treatment 345
rule 345
reconstruction 345
even_though 345
equally 345
embedded 345
closer 345
transfer 344
systematic 344
statement 344
visual 343
planning_environmental_planning 343
jurisdiction 343
interesting 343
homeless 343
stories 342
statements 342
operation 340
existence 340
division 340
appreciation 340
agree 340
accommodate 340
spent 339
sewer 339
rich 339
preferred 339
frequency 339
fourth 339
voluntary 338
valuable 338
utility 338
purchase 338
peak 338
latino 338
inform 338
flexible 338
drawing 338
advisory 338
urbanized 337
responsibilities 337
negotiation 337
habitat 337
experts 337
desirable 337
data_sources 337
cover 337
adopt 337
empowerment 336
contributed 336
th_century 335
high_levels 335
consequently 335
communicative_planning 335
transition 334
radical 334
financing 334
everyday 334
bank 334
aimed 334
disaster 333
deliberation 333
company 333
widespread 332
reveal 332
introduced 332
evolution 332
crisis 332
also_may_also 332
scholarly 331
products 331
public_health 330
public_goods 330
option 330
managing 330
expanded 330
comes 330
transportation_planning 329
sets 329
forward 329
dynamic 329
drawn 329
domain 329
controlling 329
th_this 328
operate 328
hybrid 328
connectivity 328
assessments 328
regardless 327
operations 327
mutual 327
lost 327
van 326
route 326
nine 326
incentive 326
greatest 326
detail 326
arrangements 326
saw 325
introduction 325
illustrate 325
extremely 325
segment 324
locally 324
dimension 324
decrease 324
decision_makers 324
attractive 324
apparent 324
secondary 323
remaining 323
phoenix 323
orleans 323
intellectual 323
indicating 323
emphasized 323
portion 322
monitoring 322
looking 322
emphasize 322
reviewed 321
problem_solving 321
possibilities 321
positively 321
ecology 321
depends 321
politically 320
oriented 320
interest_groups 320
innovation 320
ask 320
tenure 319
interventions 319
grassroots 319
deliberative 319
assessing 319
surface 318
sum 318
rapidly 318
permits 318
interviewees 318
habermas 318
front 318
fire 318
faculty_members 318
agreed 318
willing 317
leads 317
foot 317
establishment 317
economic_growth 317
shaped 316
resolution 316
probably 316
offi 316
resistance 315
regression_models 315
excluded 315
connected 315
collegiate_schools 315
collegiate 315
acre 315
accepted 315
slightly 314
rest 314
participant 314
integrate 314
indicator 314
evaluations 314
defining 314
starting 313
unemployment 312
representing 312
played 312
na 312
lands 312
ii 312
hard 312
beliefs 312
asian 312
thereby 311
rural_areas 311
mission 311
linkages 311
initially 311
figures 311
easy 311
disciplines 311
clients 311
started 310
participating 310
managers 310
interviewed 310
immediate 310
historically 310
getting 310
fund 310
codes 310
river 309
referred 309
overcome 309
matters 309
keep 309
jersey 309
federal_government 309
environmental_justice 309
encouraged 309
approved 309
restructuring 308
police 308
london 308
equitable 308
educators 308
corporate 308
causes 308
accounting 308
accessible 308
targets 307
heart 307
gentrification 307
social_equity 306
seattle 306
composition 306
cervero 306
blocks 306
allowing 306
aggregate 306
advantages 306
varied 305
suggesting 305
street_parking 305
social_justice 305
reveals 305
politicians 305
new_orleans 305
consumers 305
trade 304
helps 304
continues 304
carolina 304
bridge 304
assessed 304
ties 303
speed 303
predominantly 303
offices 303
hall 303
fuel 303
competing 303
community_organizations 303
vulnerable 302
single_family_homes 302
meant 302
legitimacy 302
days 302
months 301
gasoline 301
frameworks 301
determining 301
comments 301
reasonable 300
owned 300
local_plans 300
classes 300
assembly 300
stages 299
simultaneously 299
inherent 299
income_households 299
gains 299
essentially 299
el 299
becoming 299
tended 298
policy_making 298
journals 298
forum 298
cycle 298
child 298
solid 297
new_jersey 297
hispanic 297
eventually 297
database 297
crashes 297
big 297
technologies 296
path 296
log 296
formulation 296
dwellings 296
domestic 296
difficulties 296
descriptive 296
community_food 296
british 296
aid 296
segregation 295
phenomenon 295
lake 295
globalization 295
cooperatives 295
college 295
accounts 295
quickly 294
maintaining 294
john 294
expand 294
examination 294
establishments 294
demonstrated 294
lihtc 293
era 293
dummy 293
background 293
web 292
tends 292
sharing 292
name 292
routes 291
paul 291
festivals 291
driven 291
cornell 291
controlled 291
caused 291
spending 290
inquiry 290
e– 290
environmental_protection 290
mixed_use 289
discipline 289
comparing 289
believed 289
analyzing 289
tensions 288
sections 288
planning_decisions 288
jerusalem 288
highways 288
film 288
faced 288
explaining 288
details 288
themes 287
rio 287
music 287
writing 286
targeted 286
residential_development 286
less_likely 286
freeways 286
foreclosure 286
emerge 286
companies 286
billion 286
supports 285
pedestrians 285
light_rail 285
homeowners 285
female 285
except 285
willingness 284
qualities 284
movements 284
functional 284
fbcs 284
comparative 284
collaborative_planning 284
book 284
social_services 283
robust 283
producing 283
mexico 283
host 283
game 283
firm 283
engaging 283
australia 283
recovery 282
month 282
hud 282
competitive 282
tasks 281
senior 281
recreation 281
ngos 281
johnson 281
hot 281
friedmann 281
explanatory 281
entirely 281
contain 281
lanes 280
autonomy 280
affairs 280
subsidy 279
steps 279
scheme 279
pragmatic 279
methodological 279
medium 279
mass 279
establishing 279
belief 279
visible 278
variations 278
usage 278
spatial_planning 278
economically 278
architectural 278
urban_growth 277
sd 277
prepared 277
panel 277
moderate 277
leave 277
influential 277
illustrates 277
decided 277
construct 277
stable 276
seeks 276
recreational 276
assets 276
threshold 275
surveyed 275
regionalism 275
population_growth 275
odds 275
narrative 275
lessons 275
learned 275
edge 275
ecosystem 275
computer 275
citizen_participation 275
scholarship 274
reflection 274
realm 274
organic 274
low_density 274
friends 274
consumer 274
agents 274
promoted 273
mechanism 273
marginalized 273
fifteen 273
clustering 273
high_density 272
forced 272
burby 272
accountability 272
reliability 271
gave 271
technological 270
organize 270
measuring 270
explored 270
confidence 270
try 269
structured 269
software 269
merely 269
information_systems 269
dominated 269
difficulty 269
contained 269
citizenship 269
texas 268
scenarios 268
sale 268
lowest 268
housing_prices 268
gained 268
depend 268
apartment 268
african_american 268
villages 267
substantially 267
stability 267
speak 267
reflecting 267
frank 267
fairly 267
deviation 267
commute 267
carried 267
block_group 267
siting 266
riders 266
expanding 266
engineering 266
encouraging 266
beach 266
addresses 266
table_shows 265
flows 265
expression 265
data_set 265
corporation 265
conclude 265
affects 265
acceptance 265
ridership 264
local_level 264
heavily 264
everyone 264
equation 264
architects 264
air_quality 264
taxes 263
subjects 263
prepare 263
feedback 263
concrete 263
aims 263
urbanized_areas 262
transnational 262
tion 262
periods 262
pedagogy 262
neighborhood_change 262
multifamily 262
meanings 262
initiated 262
grew 262
familiar 262
dollars 262
distinction 262
wide_range 261
interstate 261
institution 261
economics 261
depending 261
wealth 260
social_networks 260
signs 260
reliance 260
one_another 260
gives 260
central_government 260
bodies 260
advanced 260
requiring 259
planning_literature 259
mainstream 259
magnitude 259
instructor 259
instances 259
foreign 259
extreme 259
enforcement 259
councils 259
collective_action 259
universal 258
significant_differences 258
reached 258
homelessness 258
documented 258
dealing 258
agendas 258
urban_sprawl 257
tendency 257
mind 257
intersections 257
emergence 257
adjustment 257
urban_renewal 256
thirty 256
refer 256
ranging 256
obtain 256
livability 256
facing 256
criticism 256
creates 256
trying 255
tested 255
responded 255
procedural 255
newly 255
mode_choice 255
fear 255
dwelling_units 255
development_new_development 255
constitute 255
vast 254
linear 254
funded 254
freedom 254
enabling 254
directed 254
count 254
aesthetic 254
visions 253
secure 253
pressures 253
criterion 253
coverage 253
chosen 253
obvious 252
landscapes 252
ideological 252
extension 252
distances 252
additionally 252
went 251
surprising 251
male 251
gross 251
feature 251
continuous 251
preparation 250
listed 250
identifies 250
finds 250
extended 250
characteristic 250
appeared 250
prevent 249
party 249
intersection 249
voice 248
shifts 248
relate 248
parents 248
mortgage 248
local_officials 248
lane 248
declining 248
critics 248
concluded 248
worth 247
week 247
social_movements 247
religious 247
highlight 247
geographical 247
equity_planning 247
unable 246
sandercock 246
relevance 246
predicted 246
plant 246
nelson 246
counts 246
conference 246
appendix 246
variance 245
total_number 245
successfully 245
reasoning 245
identification 245
explanations 245
emphasizes 245
congress 245
carry 245
value_land_value 244
segments 244
plants 244
measurement 244
high_school 244
enhanced 244
development_land_development 244
